app_id,title,description,content,developer,publisher,dev_followers,pub_followers,genre,release_date,price_usd,discount_price,software,player,languages,month_reviews,positive_ratio_month,total_reviews,positive_ratio_all,tags_list,header_url,image_url_list,image_small_url_list,video_urls_hd_list,video_urls_480p_list
1421070,Inferno - Official Guide,,,Aldorlea Games,,1736,,"['Adventure', 'Indie', 'RPG', 'Aldorlea Games', 'Aldorlea Games']",1 Oct 2020,1.89,['61.72'],,Single-player,['English'],,,,,"['Adventure', 'RPG', 'Indie']",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421070/header.jpg?t=1630005881,"['https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421070/ss_2f726a12394f811b60a59a55f2f68b16853802b2.1920x1080.jpg?t=1630005881', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421070/ss_aeccc7c02d769d9d080341999b368031a3435b87.1920x1080.jpg?t=1630005881']","['https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421070/ss_2f726a12394f811b60a59a55f2f68b16853802b2.116x65.jpg?t=1630005881', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421070/ss_aeccc7c02d769d9d080341999b368031a3435b87.116x65.jpg?t=1630005881']",,
1421110,Fantasy Heroes 2 Guide,,,Lumen,Lumen,1736,1736,"['Adventure', 'Casual', 'RPG', 'Lumen', 'Lumen', 'Lumen', 'Aldorlea Games']",22 Oct 2020,1.89,['5.29'],,Single-player,['English'],,,,,"['Adventure', 'RPG', 'Casual']",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421110/header.jpg?t=1630005632,['https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421110/ss_ff5a03765335ea5214cb3c825e61512b03e4ddb0.1920x1080.jpg?t=1630005632'],['https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421110/ss_ff5a03765335ea5214cb3c825e61512b03e4ddb0.116x65.jpg?t=1630005632'],,
1421060,,,,,,,,,,,"['4.91', '2.45', '0.84', '5.73', '3.27', '6.55', '6.99', '39.99', '19.99', '6.29', '2.39', '4.24', '49.99', '69.99', '69.99', '7.21', '39.99', '5.49', '11.24', '9.44', '8.19', '5.99', '4.94', '12.00', '9.69', '15.99', '8.49', '2.99', '6.49', '69.99', '109.99', '34.99', '69.99', '6.49', '16.99', '6.99', '69.99', 'Free To Play', '12.00', '17.99', '12.00', '69.99', 'Free To Play', '3.99', '3.99', 'Free To Play', '59.99', 'Free To Play', '10.39', '69.99', 'Free To Play', '3.99', 'Free To Play', '19.99', '6.49', '44.99', '26.24', '59.99', '36.74', '19.99', '29.99', '2.99', '49.99', '2.71', 'Free', 'Free To Play', '49.99', '44.99', 'Free To Play', 'Free To Play', '17.99', '3.99', '6.99', '7.99', '5.73', '7.49', '8.99', '7.49', '36.74', '3.99', '3.99', '3.39', '0.84', '35.99', '9.99', '5.99', '2.00', '11.24', '10.99', '4.99', '15.99', '5.49', '13.99', '3.99', '9.99', '6.29', '34.99', '11.99', '2.71', '2.80', '5.99', '17.99', '7.39', '6.49', '3.99', '3.99', '3.99', '8.99', '3.99', '5.24', 'Free Demo', 'Free To Play', 'Free To Play', 'Free Demo', 'Free To Play', 'Free', 'Free To Play', 'Free Demo', 'Free Demo', 'Free Demo', 'Free Demo', 'Free Demo', 'Free Demo', 'Free Demo', 'Free Demo', 'Free Demo', 'Free Demo', 'Free Demo', 'Free Demo', 'Free Demo', 'Free Demo', 'Free Demo', 'Free', 'Free Demo', 'Free To Play', 'Free Demo', 'Free Demo', 'Free To Play', 'Free Demo', 'Free Demo']",,,[],,,,,,,,,,
1421090,,,,,,,,,,,"['5.73', '0.84', '4.91', '2.45', '3.27', '6.55', '6.99', '39.99', '19.99', '6.29', '2.39', '4.24', '49.99', '69.99', '69.99', '7.21', '39.99', '5.49', '11.24', '9.44', '8.19', '5.99', '4.94', '12.00', '9.69', '15.99', '8.49', '2.99', '6.49', '69.99', '109.99', '34.99', '69.99', '6.49', '16.99', '6.99', '69.99', 'Free To Play', '12.00', '17.99', '12.00', '69.99', 'Free To Play', '3.99', '3.99', 'Free To Play', '59.99', 'Free To Play', '10.39', '69.99', 'Free To Play', '3.99', 'Free To Play', '19.99', '6.49', '44.99', '26.24', '59.99', '36.74', '19.99', '29.99', '2.99', '49.99', '2.71', 'Free', 'Free To Play', '49.99', '44.99', 'Free To Play', 'Free To Play', '17.99', '3.99', '6.99', '7.99', '5.73', '7.49', '8.99', '7.49', '36.74', '3.99', '3.99', '3.39', '0.84', '35.99', '9.99', '5.99', '2.00', '11.24', '10.99', '4.99', '15.99', '5.49', '13.99', '3.99', '9.99', '6.29', '34.99', '11.99', '2.71', '2.80', '5.99', '17.99', '7.39', '6.49', '3.99', '3.99', '3.99', '8.99', '3.99', '5.24', 'Free Demo', 'Free To Play', 'Free To Play', 'Free Demo', 'Free To Play', 'Free', 'Free To Play', 'Free Demo', 'Free Demo', 'Free Demo', 'Free Demo', 'Free Demo', 'Free Demo', 'Free Demo', 'Free Demo', 'Free Demo', 'Free Demo', 'Free Demo', 'Free Demo', 'Free Demo', 'Free Demo', 'Free Demo', 'Free', 'Free Demo', 'Free To Play', 'Free Demo', 'Free Demo', 'Free To Play', 'Free Demo', 'Free Demo']",,,[],,,,,,,,,,
1421010,"Finders, Keepers",A hike above ancient woodland on summer solstice.,,Alex Francois,Brainchild,19,19,"['Adventure', 'Indie', 'Alex Francois', 'Brainchild']",Coming soon,,,,Single-player,"['English', 'Simplified Chinese']",,,,,"['Mystery', 'Adventure', 'Story Rich', 'Atmospheric', 'Experimental', 'Singleplayer', 'Investigation', 'Stylized', 'Abstract', 'Indie', 'Conversation', 'Minimalist', 'Casual', 'Narration', 'Interactive Fiction']",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1344880/header.jpg?t=1664905409,"['https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1344880/ss_534980310311692250a68dd559c9f848f8274198.1920x1080.jpg?t=1664905409', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1344880/ss_017c5c29059db273a54d7193ae441019448ed11f.1920x1080.jpg?t=1664905409', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1344880/ss_f4f3409f058e77a11c2760984dccf18b200d73e2.1920x1080.jpg?t=1664905409', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1344880/ss_6329b35fc01ff7e8fd1461458b45b9b521a85143.1920x1080.jpg?t=1664905409', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1344880/ss_f8fbb46b1fc6946dcb0b711972e4a1b992dcd62c.1920x1080.jpg?t=1664905409', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1344880/ss_daa1a7afe3b6071797bb20218500ab23b4e240b0.1920x1080.jpg?t=1664905409']","['https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1344880/ss_534980310311692250a68dd559c9f848f8274198.116x65.jpg?t=1664905409', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1344880/ss_017c5c29059db273a54d7193ae441019448ed11f.116x65.jpg?t=1664905409', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1344880/ss_f4f3409f058e77a11c2760984dccf18b200d73e2.116x65.jpg?t=1664905409', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1344880/ss_6329b35fc01ff7e8fd1461458b45b9b521a85143.116x65.jpg?t=1664905409', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1344880/ss_f8fbb46b1fc6946dcb0b711972e4a1b992dcd62c.116x65.jpg?t=1664905409', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1344880/ss_daa1a7afe3b6071797bb20218500ab23b4e240b0.116x65.jpg?t=1664905409']",['https://video.fastly.steamstatic.com/store_trailers/256789799/movie_max.mp4?t=1593616863'],['https://video.fastly.steamstatic.com/store_trailers/256789799/movie480.mp4?t=1593616863']
1421050,Kingdom Rush Vengeance - Tower Defense,"It's payback time! Lead your mighty dark army and make the Kingdom tremble with every step. Build powerful towers, choose your arsenal for destruction, and find the deadliest combination - train legendary heroes and lead them to victory!",,Ironhide Game Studio,Ironhide Game Studio,58368,58368,"['Strategy', 'Ironhide Game Studio', 'Ironhide Game Studio', 'Ironhide Game Studio']",15 Oct 2020,8.19,"['20.12', '62.36', '29.57']","['Windows', '', 'macOS']",Single-player,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Korean']",100.0,91.0,8357.0,94.0,"['Tower Defense', 'Strategy', 'Singleplayer', '2D', 'Difficult', 'Medieval', 'Choices Matter', 'Cartoon', 'Adventure', 'Demons', 'Action', 'Action-Adventure', 'Colorful', 'Fantasy', 'Cartoony', 'Dark', 'Family Friendly', 'Tactical RPG', '2D Fighter', 'Trading Card Game']",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1367550/header.jpg?t=1727184511,"['https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1367550/ss_82818e629523ece95f36d6c2c5a5320205d7e2ab.1920x1080.jpg?t=1727184511', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1367550/ss_8e4f41c8db84d91a64e4046d8709f3e66d732848.1920x1080.jpg?t=1727184511', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1367550/ss_9352d6d78f1ac298f97ce90e36c7e3e35facd9c2.1920x1080.jpg?t=1727184511', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1367550/ss_9282ce635d3e188d3c0d0707d08217df2afbd644.1920x1080.jpg?t=1727184511', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1367550/ss_2b41eaa04c0ac7c65aac690b3cbbababf4567ff2.1920x1080.jpg?t=1727184511', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1367550/ss_a94405952fa267bd3562f99300c37bc5adb675b2.1920x1080.jpg?t=1727184511', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1367550/ss_c900ba084bb9c3f43b017dfa835444e3bd076328.1920x1080.jpg?t=1727184511', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1367550/ss_323ce0f2b1e66551a097de69d5dcd33287c872e8.1920x1080.jpg?t=1727184511']","['https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1367550/ss_82818e629523ece95f36d6c2c5a5320205d7e2ab.116x65.jpg?t=1727184511', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1367550/ss_8e4f41c8db84d91a64e4046d8709f3e66d732848.116x65.jpg?t=1727184511', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1367550/ss_9352d6d78f1ac298f97ce90e36c7e3e35facd9c2.116x65.jpg?t=1727184511', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1367550/ss_9282ce635d3e188d3c0d0707d08217df2afbd644.116x65.jpg?t=1727184511', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1367550/ss_2b41eaa04c0ac7c65aac690b3cbbababf4567ff2.116x65.jpg?t=1727184511', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1367550/ss_a94405952fa267bd3562f99300c37bc5adb675b2.116x65.jpg?t=1727184511', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1367550/ss_c900ba084bb9c3f43b017dfa835444e3bd076328.116x65.jpg?t=1727184511', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1367550/ss_323ce0f2b1e66551a097de69d5dcd33287c872e8.116x65.jpg?t=1727184511']","['https://video.fastly.steamstatic.com/store_trailers/256792170/movie_max.mp4?t=1689260812', 'https://video.fastly.steamstatic.com/store_trailers/256907808/movie_max.mp4?t=1689260817', 'https://video.fastly.steamstatic.com/store_trailers/256876369/movie_max.mp4?t=1646324012', 'https://video.fastly.steamstatic.com/store_trailers/256876368/movie_max.mp4?t=1646324017', 'https://video.fastly.steamstatic.com/store_trailers/256855525/movie_max.mp4?t=1634126846']","['https://video.fastly.steamstatic.com/store_trailers/256792170/movie480.mp4?t=1689260812', 'https://video.fastly.steamstatic.com/store_trailers/256907808/movie480.mp4?t=1689260817', 'https://video.fastly.steamstatic.com/store_trailers/256876369/movie480.mp4?t=1646324012', 'https://video.fastly.steamstatic.com/store_trailers/256876368/movie480.mp4?t=1646324017', 'https://video.fastly.steamstatic.com/store_trailers/256855525/movie480.mp4?t=1634126846']"
1421000,,,,,,,,,,,"['5.73', '0.84', '4.91', '2.45', '3.27', '6.55', '6.99', '39.99', '19.99', '6.29', '2.39', '4.24', '49.99', '69.99', '69.99', '7.21', '39.99', '5.49', '11.24', '9.44', '8.19', '5.99', '4.94', '12.00', '9.69', '15.99', '8.49', '2.99', '6.49', '69.99', '109.99', '34.99', '69.99', '6.49', '16.99', '6.99', '69.99', 'Free To Play', '12.00', '17.99', '12.00', '69.99', 'Free To Play', '3.99', '3.99', 'Free To Play', '59.99', 'Free To Play', '10.39', '69.99', 'Free To Play', '3.99', 'Free To Play', '19.99', '6.49', '44.99', '26.24', '59.99', '36.74', '19.99', '29.99', '2.99', '49.99', '2.71', 'Free', 'Free To Play', '49.99', '44.99', 'Free To Play', 'Free To Play', '17.99', '3.99', '6.99', '7.99', '5.73', '7.49', '8.99', '7.49', '36.74', '3.99', '3.99', '3.39', '0.84', '35.99', '9.99', '5.99', '2.00', '11.24', '10.99', '4.99', '15.99', '5.49', '13.99', '3.99', '9.99', '6.29', '34.99', '11.99', '2.71', '2.80', '5.99', '17.99', '7.39', '6.49', '3.99', '3.99', '3.99', '8.99', '3.99', '5.24', 'Free Demo', 'Free To Play', 'Free To Play', 'Free Demo', 'Free To Play', 'Free', 'Free To Play', 'Free Demo', 'Free Demo', 'Free Demo', 'Free Demo', 'Free Demo', 'Free Demo', 'Free Demo', 'Free Demo', 'Free Demo', 'Free Demo', 'Free Demo', 'Free Demo', 'Free Demo', 'Free Demo', 'Free Demo', 'Free', 'Free Demo', 'Free To Play', 'Free Demo', 'Free Demo', 'Free To Play', 'Free Demo', 'Free Demo']",,,[],,,,,,,,,,
1421190,Security Guard,"Security Guard - a brand new game from the simulation category, which will allow you to become a security guard known from the most exciting action movies. Many interesting missions, equipment and various locations await you. Show us what you can do!",,Baked Games,"Baked Games, PlayWay S.A.",113,113,"['Action', 'RPG', 'Simulation', 'Baked Games', 'Baked Games', 'PlayWay S.A.', 'bakedgamesofficial']",To be announced,,,,Single-player,"['English', 'Polish', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Czech', 'Japanese', 'Korean', 'Portuguese - Portugal', 'Russian', 'Turkish', 'Hungarian']",,,,,"['Shooter', 'First-Person', 'Atmospheric', 'Action', 'Simulation', 'Combat', 'FPS', 'Character Customization', '3D', 'Realistic', 'Singleplayer', 'Choices Matter', 'Violent', 'Nudity', 'Arcade', 'Third-Person Shooter', 'Conversation', 'Military', '3D Fighter', 'Blood']",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421190/header.jpg?t=1726592416,"['https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421190/ss_fef18802b9a978e4c46fbfe4a9bf139515914c53.1920x1080.jpg?t=1726592416', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421190/ss_7858a259515df20d06fc7bab76bf074129283c57.1920x1080.jpg?t=1726592416', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421190/ss_8755eb25543b6f2d99eb079aed16bf50583cb120.1920x1080.jpg?t=1726592416', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421190/ss_7833c8dd0b1020638a5a24698ab1e282036b130a.1920x1080.jpg?t=1726592416', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421190/ss_2058ee5ccc98cbd3c084cd92ef34ad460d2ffb5d.1920x1080.jpg?t=1726592416', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421190/ss_2b11dd2f9ae812a54e5418694f517597e4508520.1920x1080.jpg?t=1726592416']","['https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421190/ss_fef18802b9a978e4c46fbfe4a9bf139515914c53.116x65.jpg?t=1726592416', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421190/ss_7858a259515df20d06fc7bab76bf074129283c57.116x65.jpg?t=1726592416', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421190/ss_8755eb25543b6f2d99eb079aed16bf50583cb120.116x65.jpg?t=1726592416', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421190/ss_7833c8dd0b1020638a5a24698ab1e282036b130a.116x65.jpg?t=1726592416', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421190/ss_2058ee5ccc98cbd3c084cd92ef34ad460d2ffb5d.116x65.jpg?t=1726592416', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421190/ss_2b11dd2f9ae812a54e5418694f517597e4508520.116x65.jpg?t=1726592416']",['https://video.fastly.steamstatic.com/store_trailers/256823886/movie_max.mp4?t=1614348369'],['https://video.fastly.steamstatic.com/store_trailers/256823886/movie480.mp4?t=1614348369']
1421240,Sou'wester Winds,"Build your own airship using the extensive shipbuilder and take it with you to explore the open world. Go hunt the beasts that live within the dark clouds, upgrade the automation on your ship or progress further in the questlines, alone or together with your friends.",,Jonas Oppliger,Voronoi Studios,11,11,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Early Access', 'Jonas Oppliger', 'Voronoi Studios']",Coming soon,,,,Single-player,['English'],,,,,"['Early Access', 'Adventure', 'Sailing', 'Open World Survival Craft', 'Medieval', 'RPG', 'Base Building', 'Survival', 'Action-Adventure', 'Fantasy', 'Open World', 'Third Person', 'First-Person', 'Minimalist', 'Investigation', 'Mystery', 'Pirates', 'Nonlinear', 'Action RPG', 'Action']",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421240/header.jpg?t=1701806647,"['https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421240/ss_2836baf24d81bc1c92405f501c7f312933a09882.1920x1080.jpg?t=1701806647', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421240/ss_e55fa5cc474b85d8f5d27543b2693b2c4e4db97b.1920x1080.jpg?t=1701806647', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421240/ss_677d571503d77b0308286978d4c0ef9cca3a2b6f.1920x1080.jpg?t=1701806647', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421240/ss_0b2bd8d3fbc2fca857f195981acfc52cd0f99c73.1920x1080.jpg?t=1701806647', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421240/ss_1771a67478fb3d0f0018dff1c0caca33aa31d5f3.1920x1080.jpg?t=1701806647', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421240/ss_995d999053257eba3d53cea9364de4a1f5bf5cf7.1920x1080.jpg?t=1701806647', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421240/ss_9bca9806e74b7e82331a7a0740145ae1b22c0dff.1920x1080.jpg?t=1701806647', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421240/ss_248b991b2b1499bfb41026a4fddd5037d5a0f1e9.1920x1080.jpg?t=1701806647', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421240/ss_fd1fa37766d0e09366e8af816f450108001b1c8f.1920x1080.jpg?t=1701806647', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421240/ss_96c0fbc99a6d01e8e3761b61e614590771bb6e7f.1920x1080.jpg?t=1701806647']","['https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421240/ss_2836baf24d81bc1c92405f501c7f312933a09882.116x65.jpg?t=1701806647', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421240/ss_e55fa5cc474b85d8f5d27543b2693b2c4e4db97b.116x65.jpg?t=1701806647', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421240/ss_677d571503d77b0308286978d4c0ef9cca3a2b6f.116x65.jpg?t=1701806647', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421240/ss_0b2bd8d3fbc2fca857f195981acfc52cd0f99c73.116x65.jpg?t=1701806647', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421240/ss_1771a67478fb3d0f0018dff1c0caca33aa31d5f3.116x65.jpg?t=1701806647', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421240/ss_995d999053257eba3d53cea9364de4a1f5bf5cf7.116x65.jpg?t=1701806647', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421240/ss_9bca9806e74b7e82331a7a0740145ae1b22c0dff.116x65.jpg?t=1701806647', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421240/ss_248b991b2b1499bfb41026a4fddd5037d5a0f1e9.116x65.jpg?t=1701806647', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421240/ss_fd1fa37766d0e09366e8af816f450108001b1c8f.116x65.jpg?t=1701806647', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1421240/ss_96c0fbc99a6d01e8e3761b61e614590771bb6e7f.116x65.jpg?t=1701806647']",['https://video.fastly.steamstatic.com/store_trailers/256864783/movie_max.mp4?t=1659306269'],['https://video.fastly.steamstatic.com/store_trailers/256864783/movie480.mp4?t=1659306269']
1421150,Lurkers,Chasing Jack the Ripper! A BL/ Yaoi Visual Novel,,Ertal Games,Ertal Games,828,828,"['Casual', 'Indie', 'Ertal Games', 'Ertal Games']",2 Nov 2020,3.49,,,Single-player,['English'],,,,,"['Visual Novel', 'LGBTQ+', 'Thriller', 'Historical', 'First-Person', 'Casual', 'Mystery', 'Choose Your Own Adventure', '2D', 'Story Rich', 'Choices Matter', 'Indie', 'Narration', 'Multiple Endings', 'Singleplayer', 'Text-Based']",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1376840/header.jpg?t=1605892822,"['https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1376840/ss_63ab8f9b01fa9f37ee8b1a09f2ca4b7af29e9f36.1920x1080.jpg?t=1605892822', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1376840/ss_27b92bfe67cbb34c2b7d1ce69bdb7371d2da6136.1920x1080.jpg?t=1605892822', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1376840/ss_2e07536eff8abc2b72e8a4e7270173305ffcaefd.1920x1080.jpg?t=1605892822', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1376840/ss_d48f120e64aff77d9efef34a89b43800c35cf37a.1920x1080.jpg?t=1605892822', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1376840/ss_e21fd43286c91f6e5c414470cf24c6f8b5ca3987.1920x1080.jpg?t=1605892822', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1376840/ss_0a0f32d1a08c4a052a9f93e6de1f47120fecf88f.1920x1080.jpg?t=1605892822']","['https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1376840/ss_63ab8f9b01fa9f37ee8b1a09f2ca4b7af29e9f36.116x65.jpg?t=1605892822', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1376840/ss_27b92bfe67cbb34c2b7d1ce69bdb7371d2da6136.116x65.jpg?t=1605892822', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1376840/ss_2e07536eff8abc2b72e8a4e7270173305ffcaefd.116x65.jpg?t=1605892822', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1376840/ss_d48f120e64aff77d9efef34a89b43800c35cf37a.116x65.jpg?t=1605892822', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1376840/ss_e21fd43286c91f6e5c414470cf24c6f8b5ca3987.116x65.jpg?t=1605892822', 'https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1376840/ss_0a0f32d1a08c4a052a9f93e6de1f47120fecf88f.116x65.jpg?t=1605892822']",['https://video.fastly.steamstatic.com/store_trailers/256794871/movie_max.mp4?t=1598356822'],['https://video.fastly.steamstatic.com/store_trailers/256794871/movie480.mp4?t=1598356822']
