Game ID
3177970
1658040
1858650
2103140
1796580
1286220
2644610
3188550
2217000
3146520
3097560
2685900
1911610
1696440
1147860
1808320
2271930
1782120
1744970
2633080
2666230
1903560
2206270
2071280
2475490
2428840
1225200
292000
2763740
2501600
2943280
2954780
3072450
2484130
3184110
1855890
2666840
2683150
3145320
2996990
2328710
2782610
2697520
2742840
2494810
3015350
2741610
2872750
2420660
2195400
1389900
2658690
3155430
2354000
1407450
2193540
2819750
1737870
2709120
2872830
3226750
3017170
1761380
3351210
3315600
2968020
2456350
2720050
2767740
2727650
1622350
2427050
3001970
1043810
3159570
3169070
2978820
3323590
1892140
3292480
1880080
3174280
2694420
2983240
2940100
1495290
2586970
1876590
2909230
3306800
3112500
2917350
2984080
3177920
3114310
2866130
3298480
3298490
2719940
1032740
3033600
3050530
3295110
2878230
2828740
3311550
3260910
2402710
2060590
1750770
992910
2510760
3030250
908360
3245350
3291030
2494780
2587340
2701310
2089170
2389570
3192960
3089700
2363120
1935400
3304950
3306160
3081830
3241750
3309400
1236670
3015900
2784620
2981910
3264940
2715970
3099020
3317410
3317840
3287610
3319070
2702490
2915460
1589570
2017620
3009500
3287480
3116080
3159090
3246080
3249540
3246820
2631870
3145340
2911260
3317990
3277490
3318590
2775570
3196310
3162020
2586240
3116720
2990510
3294620
3240350
2757720
3198220
978280
3257380
2720950
2069020
2331070
2956210
1999520
3337250
2955590
3333770
2394650
3239960
1833100
3306180
3275670
3285300
3219110
2757330
3173130
2147380
763180
3149310
2052040
3135910
2935420
2108800
3317400
2384500
2654860
3298050
3154880
3308310
3303370
3298300
1168690
3319510
3296960
2070170
906680
3278760
3310990
963880
3248590
3148080
3019850
3293150
1669170
1301880
3027470
3293880
2983970
2419020
3145480
3177650
3286990
2863350
3250150
3112380
3242960
3321610
3259710
3293980
2927590
2979620
2860410
1729180
2182070
2880460
3066510
3017530
2955220
3287650
3169440
2738110
2862710
3310830
1114650
3177120
2786100
2159210
3327970
3274770
3186070
2849230
2460430
781450
605980
3340790
2833610
3126420
2202120
1926400
3300840
2767750
3183250
1647310
3207810
3321250
2305500
2804020
3236360
3300670
1203670
3220860
3172450
3267440
1460550
3111680
3287350
3059500
3162110
2513440
3255100
3303560
3026000
2827930
3034520
3253440
3285480
3224310
2998260
3198540
3189580
3071670
2987540
2675900
3318670
2897240
3285320
3206010
3232660
3158260
